"Filter 1","StartDate","EndDate","Duration__in_seconds_","Finished","LocationLatitude","LocationLongitude","Poor_data","Quote_consent","Age","Gender","Gender_other","Country_residence","Country_work","Nature_work","Years_working","Highest_ed","Highest_ed_other","Agree_IPCC","Noagree_IPCC","Complicated_IPCC","Warr_calm","Warr_cheerful","Warr_contented","Warr_depressed","Warr_enthusiastic","Warr_gloomy","Warr_miserable","Warr_optimistic","Warr_relaxed","Warr_tense","Warr_uneasy","Warr_worried","Warr_calmR","Warr_cheerfulR","Warr_contentedR","Warr_depressedR","Warr_depressedRR","Warr_enthusiasticR","Warr_gloomyR","Warr_gloomyRR","Warr_miserableR","Warr_miserableRR","Warr_optimisticR","Warr_relaxedR","Warr_tenseR","Warr_tenseRR","Warr_uneasyR","Warr_uneasyRR","Warr_worriedR","Warr_worriedRR","Warr_anxiety_contentment","Warr_depression_enthusiasm","CBI_P_1","CBI_P_2","CBI_P_3","CBI_P_4","CBI_P_5","CBI_P_6","CBI_P_1R","CBI_P_2R","CBI_P_3R","CBI_P_4R","CBI_P_5R","CBI_P_6R","CBI_personal","CBI_W_1","CBI_W_2","CBI_W_3","CBI_W_4","CBI_W_5","CBI_W_6","CBI_W_7","CBI_W_7R","CBI_W_1R","CBI_W_2R","CBI_W_3R","CBI_W_4R","CBI_W_5R","CBI_W_6R","CBI_W_7RR","CBI_work","CBI_C_1","CBI_C_2","CBI_C_3","CBI_C_4","CBI_C_5","CBI_C_6","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","DASS_1R","DASS_2R","DASS_3R","DASS_4R","DASS_5R","DASS_6R","DASS_7R","DASS_8R","DASS_9R","DASS_10R","DASS_11R","DASS_12R","DASS_13R","DASS_14R","DASS_15R","DASS_16R","DASS_17R","DASS_18R","DASS_19R","DASS_20R","DASS_21R","DASS_Depression","DASS_Anxiety","DASS_Stress","DASS_total","Hopeful_future_rating","Why_hopeful","Worried_future","Why_worried","Affected_by_CC","Work_affect_wellbeing","Coping_strategies","Attacks_on_work","Anything_else","Q28","Contact_future"
1,17326,17326,567.0,1,"30.567001342773","-96.283699035645",,1,52.0,1,,"United States",,"Climate scientist; climate feedbacks and climate sensitivity",20.0,1,,1,,,2,2,1,6,1,6,6,5,3,5,5,4,5,5,6,1,6,6,1,6,1,6,2,4,2,5,2,5,3,4,29.0,31.0,2,4,3,4,3,4,75,25,50,25,50,25,41.666666666666664,3,4,4,2,5,4,2,4,50,25,25,75,0,25,25,32.142857142857146,,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,52.0,"Right now, things look bleak.  But I also feel that it's darkest before the dawn and, at some point, people have to accept reality.  Once we decide as a world to solve the problem, I think we'll find it's not that hard.",72.0,"I don't think anyone has any idea how bad a few degrees of warming may be — it might be really really bad.","I think my knowledge of the physics of climate gives me insight into how certain we are that climate is occurring and will continue to occur.  So I know bad things are coming — I just hope they're not that bad and that we take action to head off the worst of the effects.",23.0,"When I get sad about the situation, I just focus on research.  Looking at data, writing papers, etc. always cheers me up.","I have had some groups request my email.  This had a temporary effect on me, but nothing long-term.  I now am very careful about how I correspond in email.",,5,2
1,17326,17326,693.0,1,"40.436004638672","-74.485000610352",,1,60.0,1,,"United State","Same as above","Professor - climate dynamics",35.0,1,,1,,,3,3,2,6,2,6,6,4,3,5,6,6,4,4,5,1,6,5,1,6,1,6,3,4,2,5,1,6,1,6,30.0,30.0,3,5,4,5,3,5,50,0,25,0,50,0,20.833333333333332,4,5,4,3,5,5,2,4,25,0,25,50,0,0,25,17.857142857142858,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,"Young people are more willing to confront global environmental issues such as climate change.  They seem less constrained by ideological barriers.",66.0,"Society does not seem to deal adequately with threats that develop and play out slowly.","My knowledge enables me to understand the threat that climate change represents.",73.0,"I love my work and I especially enjoy working with students.","Not too any important degree.",,5,2
1,17327,17327,938.0,1,"59.333297729492","18.050003051758",,1,70.0,1,,"Australia",,"Both research (Earth System science), mainly with colleagues from Europe, and communication, mainly on climate change, in Australia",27.0,1,,1,,,2,4,5,3,2,4,6,4,3,5,3,3,5,3,2,4,3,5,3,4,1,6,3,4,2,5,4,3,4,3,22.0,24.0,3,4,3,5,2,4,50,25,50,0,75,25,37.5,3,3,3,3,5,5,4,2,50,50,50,50,0,0,75,39.285714285714285,,,,,,,3,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,4,6,49.0,"There are signs that we may be approaching a social tipping point on the climate change issue. Young people really get it, and are increasingly making their voices heard. The extremely rapid uptake of renewable energy has surprised many people, and has swept away the technological and economic barriers to decarbonising the electricity sector over the next couple of decades.

On the other side, the incumbents (i.e., fossil fuel sector) are flexing their muscles politically, and this is damaging and slowing w",50.0,"Again, I sit on the balance here. The risks of letting climate change getting out of control (i.e., intrinsic feedbacks within the Earth System driving it to a much hotter state very quickly) are growing the longer we are indecisive on action, and that scenario is one of a probable collapse of the global economic system, and a precipitous drop in human population. Not a nice scenario.

On the other hand, we can now start to see a very different future - with a decarbonised economy, less consumptive lifestyl","Somewhat - but making periodic trips to Europe, where the situation is much more positive and forward looking than in the English-speaking world, really helps get over the frustration with the inaction at home.",30.0,"I very much enjoy getting out into the bush and reconnecting with nature. That is a great way to keep one's emotional balance and health. Living in Canberra is great - a lot of wonderful bush right in the city and very close by.","I did get some attacks when I ran the ANU Climate Change Institute during the 2008-2012 period, but they have dropped away now. Also, I stay away from social media, which is probably a big help.","No",4,1
1,17330,17330,1196.0,1,"49.64079284668","8.63720703125",,1,68.0,1,,"Germany",,"Atmospheric scientist",42.0,1,,1,,,3,3,2,6,3,6,6,4,3,4,5,6,4,4,5,1,6,4,1,6,1,6,3,4,3,4,2,5,1,6,28.0,29.0,4,5,4,5,4,4,25,0,25,0,25,25,16.666666666666668,5,5,5,5,4,5,1,5,0,0,0,0,25,0,0,3.5714285714285716,,,,,,,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,62.0,"Better knowledge of how the Earth System works will eventually convince society to take measures to moderate climate change. But climate change is only one stressor on the world, there are others, too.",60.0,"Climate change is only one stressor on the world, there are more important ones, too, see e.g. political developments in the US or the UK. Or the growing population with its needs for food, resources and space - this is more worrisome.","Am not affected.",77.0,"I very much like to understand better how the Earth System works and am fascinated by our measurements. Working in this field paid by the taxpayer I consider a great privilege, which gives me big satisfaction.","Rarely. Has not had a deep impact.",,4,1
1,17330,17330,218.0,1,"52.63330078125","1.3000030517578",,1,65.0,1,,"UK","UK","Instrumental Climate Change",40.0,1,,1,,,2,3,3,5,2,5,5,3,2,4,5,5,5,4,4,2,5,5,2,5,2,5,4,5,3,4,2,5,2,5,28.0,28.0,3,3,3,3,3,3,50,50,50,50,50,50,50.0,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50.0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,8,22,61.0,,64.0,,,52.0,,,,5,2
1,17330,17330,1269.0,1,"51.449996948242","-2.5832977294922",,1,49.0,2,,"UK",,"researcher and university  lecturer (reader/associate prof),land-climate interactions and climate policy",25.0,1,,1,,,6,5,3,4,2,4,5,5,6,3,6,3,1,2,4,3,4,5,3,4,2,5,2,1,4,3,1,6,4,3,18.0,22.0,2,1,1,5,1,4,75,100,100,0,100,25,66.66666666666667,3,4,4,2,3,5,2,4,50,25,25,75,50,0,25,35.714285714285715,,,,,,,3,3,4,4,2,3,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,1,1,0,0,2,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,3,3,7,13,46.0,"Most of my feelings about the future are not to do with climate change directly, they are more about personal worries to do with family, state of government and the economy in my country etc.. I try not to think about it in the big sense as I find it overwhelming. When I do think about climate change directly, I feel hopeful that so many have condemned Trump pulling out of the Paris Agreement, and that the debate has moved on a lot from climate science to climate finance and climate justice. I feel hopeful ",68.0,"Most of my feelings about the future are not to do with climate change directly, they are more about personal worries to do with family, state of government and the economy in my country etc.. I try not to think about it in the big sense as I find it overwhelming.
I feel worried in that humans are driven to self preservation in a relatively narrow and short term way, we make decisions about what is best for us here an now, what are the easiest and cheapest options. This is true for me as well as others. Its","I feel more worried about the future.
I feel guilty about my activities - I should spend more on getting my walls insulated, i shouldn't fly etc. I try to do my bit (reduce flying, use public transport, get solar panels on my roof) etc., but I know its not enough.",22.0,"I try not to think about the bigger picture too much, letting my emotions in when I think about the human impacts,  and focus on the science and policy.","I have occasionally got into conversations with sceptics, i find it depressing. But no personal attacks.",,5,2
1,17330,17330,8243.0,1,"50.740097045898","-3.4669952392578",,1,56.0,1,,"UK",,"Climate scientist",27.0,1,,1,,,4,3,3,6,2,5,6,3,5,3,4,4,3,4,4,1,6,5,2,5,1,6,4,2,4,3,3,4,3,4,20.0,30.0,4,4,3,4,2,4,25,25,50,25,75,25,37.5,3,5,4,3,5,4,3,3,50,0,25,50,0,25,50,28.571428571428573,4,4,4,5,4,5,2,4,3,4,3,3,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,2,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,3,0,6,9,77.0,"Because  the issue of climate change is providing visibility and funding for the important issue of improved climate risk management which has the potential to significantly improve the lives and livelihoods of many people in developing countries.",64.0,"Despite positive signs about the seriousness which many people and countries are approaching the issue of climate change I am not sure that relevant action will happen fast enough to save some threatened peoples and ecosystems and avoid climate-related regional conflicts.","It has had a significant impact on my empathy for and understanding of people with different points of view and in different situations.",59.0,"The content of my work and the environment in which I conduct it is very positive and is a good antidote to the frequently stress from urgent deadlines and excessive calls on my time - and the low pay that scientific civil servants attract.","No - just robust questioning which is a healthy response and often a positive experience to have to respond to.",,4,1
1,17331,17331,1020.0,1,"37.511093139648","126.97430419922",,1,60.0,1,,"United States","Republic of Korea","teaching and research",32.0,1,,1,,,2,2,2,5,2,5,5,2,2,5,5,5,5,5,5,2,5,5,2,5,2,5,5,5,2,5,2,5,2,5,30.0,30.0,4,3,4,4,4,3,25,50,25,25,25,50,33.333333333333336,4,4,4,4,4,4,2,4,25,25,25,25,25,25,25,25.0,,,,,,,1,3,3,4,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,5,10,22,41.0,"society is getting more and more complicated and selfish
there are still quite a few nice people
many people are not exercising their best and taking advantage of other people
many people are not honest or fair",66.0,"society is going corrupted and dishonest
not many people are making conscientious effort but taking advantage of others
climate change does not worry me but the attitude change of the people are worrisome","my knowledge of climate change does not affect me emotionally or socially",6.0,"I enjoy my research and am proud of my work.
I try to be a role model for younger generations of researchers.","No.","no",5,2
1,17335,17335,480.0,1,"-23.573303222656","-46.641693115234",,1,45.0,1,,"uk",,"climate science research",20.0,1,,1,,,4,4,3,5,2,5,5,3,4,2,4,3,3,3,4,2,5,5,2,5,2,5,4,3,5,2,3,4,4,3,19.0,27.0,2,2,2,5,2,4,75,75,75,0,75,25,54.166666666666664,3,3,4,4,4,5,2,4,50,50,25,25,25,0,25,28.571428571428573,4,4,3,3,4,5,3,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6,7,80.0,"climate change is one of many challenges facing society. we have always faced bad times/events and humanity comes through. Not always in an ideal and optimal way, but it does. And it will continue to do so. Hope is what keeps us going!",31.0,"ditto above","I am more aware of the issues and potential solutions - the former may be worrying, but the latter helps allay this",32.0,"sport, family, faith","thankfully no",,5,2
1,17335,17335,447.0,1,"32.217300415039","-110.7553024292",,1,62.0,2,,"USA",,"Professor of Environment and Development",40.0,1,,1,,,4,4,4,3,4,4,4,5,4,2,2,2,3,3,3,4,3,3,3,4,3,4,2,3,5,2,5,2,5,2,15.0,19.0,3,3,3,4,3,3,50,50,50,25,50,50,45.833333333333336,3,3,4,3,4,4,3,3,50,50,25,50,25,25,50,39.285714285714285,4,4,3,3,4,4,3,4,3,4,2,3,4,3,4,4,2,2,3,4,4,3,4,3,4,4,4,1,0,1,0,2,1,0,1,0,0,2,2,1,0,0,1,0,1,0,0,0,5,0,8,13,30.0,"Hopeless that we will be able to keep climate change under 2C and sad about the likely impacts
Some hope when I see that we are slowly turning the curve towards sustainability",76.0,"Worried about the impacts of climate change on the vulnerable and on wildlife","I am proud to be a climate researcher but feel tired after 40 years of work in the field when we could have taken action and did not",100.0,"Binge watch TV
Talk to friends
","Yes, mostly comments section in news media
I am mostly able to ignore it
General attacks on climate science are depressing",,5,2
1,17340,17340,1019.0,1,"38.921295166016","-77.038597106934",,1,53.0,2,,"USA",,"Economist researching climate and energy policies.",22.0,1,,1,,,5,5,4,4,4,4,4,4,5,4,4,4,2,2,3,3,4,3,3,4,3,4,3,2,3,4,3,4,3,4,19.0,20.0,3,3,2,4,2,3,50,50,75,25,75,50,54.166666666666664,3,3,3,2,4,4,3,3,50,50,50,75,25,25,50,46.42857142857143,,,,,,,3,4,3,4,3,3,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,5,0,5,10,63.0,"I feel that my work is ""living in the solution."" I know there are deep pressing problems, but I take comfort that I am doing every single thing I can to improve outcomes. This is both frustrating and reassuring.",62.0,"I worry that I will have devoted my life to this work but not see any benefit in my lifetime. 

My economist colleagues who work in other fields think my work is both self evident (price carbon!) and hopeless (never going to happen!).  I think it's essential to identify workable policy options that would be effective and have some political traction, even if they might be low probability for the near future.","I think it's draining to contemplate the destruction of the planet every day. It's tiring to see little progress. It's energizing, though, that the progress is NOT zero. Many of the ideas that I've been promoting for years are finaly getting recognition. This is just a very long time scale problem relative to one person's career.",67.0,"Time with kids and family. Time with friends. Wine. Evening walks. Sleep, when I can. Hot baths. Watching something stupid on TV.","Sure. It's offsensive and unfair. I do take comfort in knowing that these attacks make the attacker look unprofessional and biased and ultimately discredited.  Fortunately, I get much more positive feedback than negative feedback, and I haven't yet gotten attacked as much as I half expected.","I have been battling a chronic sinus infection, so have been dealing doctors' appointments, medical tests, antibiotics (and their nasty side effects), and general fatigue both from the infection and the medication. I don't know if my work contributes to me getting physically sick, but sometimes it seems like it does.  Or maybe being sick contributes to the strain of my work.  

",5,2
