age,gender,gender_other,country_residence,country_work,nature_work,agree_ipcc,noagree_ipcc,complicated_ipcc,cbi_personal,cbi_work,dass_depression,dass_anxiety,dass_stress,dass_total,hopeful_future_rating,worried_future,response_id,time
50,Female,,United States,United States,"place-based, relational approaches to climate adaptation research",1,,,83.33333333333333,85.71428571428571,10,3,14,27,NA,NA,R_5niyVxodC2eoshz,2
63,Male,,Chile,Chile,atmospheric scientist,1,,,45.833333333333336,35.714285714285715,0,1,2,3,81,61,R_58XTPIiHV5dyTMC,2
NA,NA,,1,1,,1,,,41.666666666666664,42.857142857142854,2,0,5,7,NA,NA,R_9IYJpGlMzOgewJr,2
44,Male,,USA,"USA, Antarctica",Professor - soil ecology and biogeochemistry,1,,,50,42.857142857142854,1,1,7,9,50,71,R_7oScYMsFPJWxo03,2
49,Female,,United States,Malaysia; United States; Indonesia,"Ecologist and conservation biologist - impacts of climate change on ecosystems, biodiversity feedbacks on the climate system",1,,,50,46.42857142857143,18,5,4,27,2,97,R_6VwzK2paXmUBSmd,2
37,Male,,Canada,Canada,"research and education - vector-borne diseases, One Health, wicked problems",1,,,41.666666666666664,50,2,0,3,5,50,100,R_7F3tBPbJfk0sGi1,2
55,Male,,Australia,Australia,"Postdoc researcher, health impacts of climate change",1,,,54.166666666666664,60.714285714285715,4,0,8,12,30,82,R_8WOmfEJqQ8FB14T,2
63,Male,,Italia,Italia,"research professor--botany, palynologists",1,,,58.333333333333336,50,2,3,8,13,80,90,R_89BqPF7aXylJQKR,2
39,Male,,United Kingdom,United Kingdom,Postgraduate Lecturer,1,,,75,53.57142857142857,5,6,10,21,60,81,R_86bEuGsDb6fLoyv,2
55,Female,,Sweden,Sweden,Conservation ecologist (forests),1,,,12.5,17.857142857142858,3,0,4,7,35,100,R_8fAWoNjWnnkJ9Ri,2
68,Female,,Spain,Spain,Biodiversity decline,1,,,25,25,6,3,4,13,NA,NA,R_8XPekh6L4fYtCDf,2
85,Female,,USA,USA,"Prof Emeritus, CEO non profit CasasGlobal.org",1,,,16.666666666666668,28.571428571428573,1,0,0,1,50,NA,R_6gNMkP9QycOh9At,2
44,Female,,Sweden,"Sweden, Germany",philosophy of climate science,1,,,87.5,78.57142857142857,10,1,9,20,18,NA,R_2TUjNFCMZCvz9vN,2
52,Male,,UK,"UK, Australia",ocean climate change science,1,,,62.5,67.85714285714286,5,10,9,24,8,93,R_2Pt0irBEXARDyTD,2
50,Female,,United States,United States,"Associate Professor- hydrology, snow hydrology, climate change impacts",1,,,50,35.714285714285715,3,3,1,7,50,55,R_6VBDrevf5ntGkAF,2
74,Male,,Philippines,Philippines,Research scientist,1,,,29.166666666666668,17.857142857142858,1,2,4,7,NA,NA,R_9iyZNT1PC3X7343,2
69,Female,,United States,United States,Climate Scientist,1,,,29.166666666666668,25,2,1,3,6,NA,NA,R_2aQAsXhQNp98RMy,2
60,Male,,Denmark,Denmark,modeling and energy,1,,,54.166666666666664,39.285714285714285,6,3,6,15,30,61,R_2WIr1zouxJaT91R,2
47,Female,,USA,USA,associate professor - marine physiologist,1,,,62.5,67.85714285714286,6,2,14,22,50,100,R_3SIDujVIbRzhmAC,2
80,Female,,Australia,Australia,emeritus professor,1,,,25,10.714285714285714,3,3,7,13,80,40,R_9En5JiufA9xrIJa,2
43,Female,,Canada,Canada,Research professor - climate policy,1,,,20.833333333333332,10.714285714285714,0,0,0,0,40,60,R_7f2OWpG8pAiIFuP,2
44,Female,,Tanzania,Tanzania,Research associate,1,,,75,60.714285714285715,8,6,8,22,NA,NA,R_8zjrlx3kCVj9rvP,2
68,Male,,United States,United Kingdom,physician and epidemiologist,1,,,20.833333333333332,35.714285714285715,6,2,7,15,61,61,R_6OIGuhXkH1b4GsQ,2
58,Male,,Belgium,Belgium,lecturing & research,1,,,37.5,32.142857142857146,1,6,8,15,50,60,R_2qC1Er9eVrJO18r,2
NA,Female,,USA,"USA, Canada",community health,1,,,37.5,50,0,0,3,3,29,86,R_2ozC0IZVlsaFeYV,2
NA,Female,,Australia,Australia,"Plant ecologist, often collaborating with vegetation/climate modellers",1,,,45.833333333333336,35.714285714285715,4,1,7,12,32,81,R_9OogoKqwmAIgftx,2
35,Male,,Canada,Canada,PhD student in psychology,1,,,54.166666666666664,50,6,0,6,12,20,90,R_1VLjXFzdLb3AA4p,2
62,Female,,United States of America,United States of America,Professor--ecology,1,,,54.166666666666664,42.857142857142854,3,1,6,10,NA,NA,R_3HoXcsCp2laetCN,2
38,Female,,USA,USA,Epidemiology,1,,,83.33333333333333,75,12,4,11,27,33,70,R_5gFQq1u2alwcxS7,2
36,Male,,United States,United States,Assistant professor - coastal geomorphologist,1,,,54.166666666666664,32.142857142857146,3,3,7,13,39,86,R_7qpA5CgxjDvCJVO,2
69,Male,,USA,USA,harmful algal blooms,1,,,58.333333333333336,50,2,1,1,4,20,80,R_3SvKFjctjK39CmZ,2
54,Male,,Australia,Australia but also other countries and also global work,Interdisciplinary ecologist,1,,,83.33333333333333,78.57142857142857,6,6,9,21,20,100,R_7QbFw9ApFc75MRh,2
61,Female,,Norway,Norway,Senior research scientist - impacts of climate change on marine ecosystems including fish,1,,,25,17.857142857142858,2,1,0,3,71,20,R_7Kd0GCeg2xfK0CI,2
76,Female,,Argentina,Argentina,scientific research,1,,,0,7.142857142857143,1,0,2,3,30,70,R_5GVXtutAETh2Z9i,2
48,Other,Hetero,Chile,"Chie, US, France, Kenya",Associate Professor,1,,,4.166666666666667,10.714285714285714,0,0,0,0,51,50,R_61zgXu4KrnFjenT,2
43,Female,,Malaysia,Malaysia,Researcher,1,,,41.666666666666664,50,5,6,7,18,65,80,R_4LYvxrSluTzjoCB,2
44,Male,,UK,UK,"Professor, Marine Biology",1,,,87.5,78.57142857142857,4,5,11,20,71,62,R_8Bh5BhegV33ON5n,2
44,Female,,Switzerland,Switzerland,Climatologist,1,,,33.333333333333336,42.857142857142854,5,0,6,11,65,71,R_2CxDb2RuQu6pzCb,2
80,Female,,Australia,Australia,public health,1,,,33.333333333333336,25,1,1,2,4,24,92,R_4tu2bteFq5jbdrN,2
56,Female,,Australia,Australia,"Research, teaching and engagement",1,,,66.66666666666667,71.42857142857143,7,4,9,20,49,51,R_40Uzig2evCEJgC5,2
69,Female,,Sweden,Sweden,Research on climate change effects on water resources,1,,,45.833333333333336,35.714285714285715,2,0,3,5,61,30,R_2MZjjuIkV3hpBbA,2
70,Female,,United States,United States,"Professor, paleoclimatologist",1,,,50,67.85714285714286,6,1,9,16,30,81,R_7a9IPL8SBQyoO6R,2
49,Female,,Germany,Germany,agricultural modeling,1,,,37.5,32.142857142857146,2,1,2,5,81,70,R_233JrsMNljZDA1e,2
72,Male,,Sweden,Sweden,"Infectious diseases, epidemiology",1,,,33.333333333333336,32.142857142857146,2,1,2,5,30,30,R_2CK3Vny6Mgf5xCh,2
79,Female,,Australia,Australia,Professor of Sustainability and IPCC author,1,,,29.166666666666668,28.571428571428573,4,1,7,12,81,51,R_9LHBdzw21Rz14et,2
56,Male,,Madagascar,Madagascar,Public health officer,1,,,12.5,14.285714285714286,4,4,6,14,28,68,R_8DD1L8eRjCEw6F0,2
46,Male,,New Zealand,New Zealand,Professor: Biodiversity / ecology,1,,,45.833333333333336,57.142857142857146,3,5,13,21,40,61,R_4GuZWpIZrw8376V,2
34,Female,,France,France,Research associate - Agricultural ecology,1,,,8.333333333333334,7.142857142857143,3,2,1,6,19,70,R_2G7ccWvqr7EpePe,2
48,4,,Netherlands,Netherlands,Professor in climate policy with an atmospheric and environmental science and energy transition background,1,,,16.666666666666668,17.857142857142858,5,1,5,11,64,75,R_2IRW25myOtzHEH2,2
50,Female,,South Korea,South Korea,professor in climate science,1,,,8.333333333333334,0,0,1,0,1,95,10,R_5OrBGKc8gIPkhPm,2
31,Male,,Germany,Rwanda,postdoctoral researcher -- ecosystem restoration,1,,,70.83333333333333,32.142857142857146,4,4,3,11,33,70,R_88G5cck5tUFRgUp,2
41,Male,,UK,UK,Senior lecturer. Crop disease,1,,,79.16666666666667,60.714285714285715,12,5,6,23,29,30,R_2th9dZaYNTI4CL4,2
53,Female,,belgium,belgium,senior scientist - marine ecology,1,,,33.333333333333336,17.857142857142858,0,0,1,1,61,41,R_8vkuq3v3he6aKzU,2
38,Female,,Finland,"Finland, Sweden, Antarctica",Research in marine ecology. Effect of climate change in marine organisms. Effect of contaminants in marine organisms. Microplastics.,1,,,66.66666666666667,53.57142857142857,5,3,4,12,30,80,R_8Qg9mUGBLor4Au7,2
55,Male,,Netherlands,Netherlands,assistant professor,1,,,45.833333333333336,42.857142857142854,0,0,0,0,75,20,R_28J5DmBdDJZEUJg,2
72,Female,,UK,UK/Egypt,"Modelling to Assess impacts of climate change on crop diseases/ irrigation of crops in Egypt/UK. Strategies for adaptation to climate change. Emeritus Professor, Chair project meetings etc. s",1,,,16.666666666666668,28.571428571428573,0,0,1,1,60,50,R_82msde1jNwQIV8t,2
52,Male,,Australia,Australia,Academic researcher,1,,,58.333333333333336,67.85714285714286,4,5,12,21,29,90,R_9mf9isA8F88fOhX,2
45,Male,,Spain,Spain,research in biodiversity,1,,,4.166666666666667,10.714285714285714,0,0,4,4,80,85,R_8f1Viwv1qALV72g,2
72,Female,,United Kingdom,United Kingdom,Research professor,1,,,25,14.285714285714286,1,1,3,5,67,29,R_8LZQREIz0Dl8083,2
44,Female,,India,India,Long term energy scenario modelling,1,,,33.333333333333336,17.857142857142858,0,0,0,0,72,20,R_9agS5FTXWvfCFgJ,2
NA,Female,,Portugal,Brasil and portugal,Auxiliary researcher,1,,,29.166666666666668,28.571428571428573,1,1,6,8,10,100,R_2aJswBlA535e50x,2
61,Female,,United Kingdom,United Kingdom,Earth System Modelling,1,,,50,32.142857142857146,1,4,10,15,75,NA,R_82gRdBb945s2mQY,2
60,Female,,Germany,Germany,Professor,1,,,16.666666666666668,14.285714285714286,1,0,4,5,30,80,R_8q8L0aG0Q3GXmfM,2
57,Female,,Ethiopia,Ethiopia,Public health Researcher,1,,,8.333333333333334,3.5714285714285716,0,0,0,0,90,9,R_8KHC31h3AM2suhY,2
47,Male,,Germany,Germany,Professor of Psychology,1,,,20.833333333333332,28.571428571428573,2,1,5,8,59,32,R_2dVWtcxrVO77ZFp,2
27,Male,,UK,UK,Research Fellow. Environmental epidemiologist,1,,,70.83333333333333,75,13,9,16,38,30,80,R_2BVbVZ13fjIDhbX,2
41,Male,,Spain,Spain,postdoc researcher--seaweeds ecology and climate change,1,,,20.833333333333332,0,0,0,1,1,80,0,R_2h0gOX8iHtUoL4n,2
79,Female,,USA,"USA, SWEDEN",Paleoecology and paleoclimatology,1,,,29.166666666666668,10.714285714285714,4,0,0,4,63,88,R_2hyc0VuL7zCU1lp,2
46,Male,,Turkiye,Turkiye,Marine biology professor,1,,,70.83333333333333,42.857142857142854,8,3,6,17,60,50,R_2mDfqbrvBmTCjO3,2
39,Male,,France,Switzerland,scientific collaborator -energy modelling and common good issues,1,,,54.166666666666664,39.285714285714285,12,0,9,21,15,15,R_2jj2L6ykKIxDKmq,2
42,Female,,Italy,Italy,Associate Professor in Plant Pathology,1,,,79.16666666666667,71.42857142857143,5,5,11,21,40,80,R_8JlzVVkZSv7QUrT,2
34,Male,,United Kingdom,United Kingdom,Research associate- environmental impacts of net zero pathways,1,,,20.833333333333332,3.5714285714285716,1,0,3,4,85,10,R_2Pju7J0g1kGprTX,2
49,Female,,Switzerland,Switzerland,researcher in groundwater quality,1,,,20.833333333333332,32.142857142857146,5,1,5,11,10,50,R_26atX6a9L9lAwd8,2
68,Female,,Australia,Australia,Climatologist,1,,,50,50,2,0,1,3,30,NA,R_9LI2897UzArQFWm,2
46,Female,,Norway,Norway,carbon cycle modeling,1,,,33.333333333333336,42.857142857142854,1,0,2,3,60,70,R_85yA0oLmYcETysI,2
50,Male,,South Africa,South Africa,epidemiology,1,,,37.5,25,0,0,0,0,80,60,R_8XzSkpB0eYEjB8B,2
44,Male,,Sweden,"Sweden, EU, global","Climate transitions (energy, buildings, urban perspectives)",1,,,66.66666666666667,71.42857142857143,6,6,8,20,50,50,R_20v3qepn2EZH24z,2
68,Female,,Australia,Australia/global,climate adaptation/sustainability science,1,,,16.666666666666668,25,1,0,1,2,60,70,R_6kRht4Vgq0eSb8O,2
48,Male,,United States,United States,Professor of Medical Geography,1,,,66.66666666666667,82.14285714285714,3,3,13,19,68,71,R_5M5InPQOFs77QjM,2
78,Female,,New Zealand,NZ,Climate change mitigation / sustainable energy systems,1,,,12.5,17.857142857142858,0,0,1,1,40,49,R_46mvafNDmWJkpyI,2
43,Female,,USA,USA,conservation social scientist,1,,,45.833333333333336,28.571428571428573,0,0,1,1,30,81,R_195tnM7q6lxQFkx,2
54,Male,,United Kingdom,United Kingdom,Marine climate change scientist,1,,,16.666666666666668,17.857142857142858,0,0,1,1,60,40,R_2R7vEQDfcLDiRss,2
36,Male,,Australia,Australia,assistant prof - climate finance,1,,,54.166666666666664,60.714285714285715,2,2,6,10,9,91,R_2dJGrUjXJ2q7MXZ,2
65,Male,,United States,United States,decarbonization,1,,,12.5,21.428571428571427,0,1,2,3,65,67,R_6DvyukQE4gE3EMI,2
51,Male,,sweden,sweden,researcher - environmental psychology,1,,,37.5,21.428571428571427,2,0,5,7,50,30,R_2tDs0qClrgifbki,2
49,Male,,Canada,Canada,environmental geography research,1,,,33.333333333333336,32.142857142857146,2,2,1,5,20,80,R_3e5sdOJUDHOdEfT,2
NA,Male,,United States,United States,"Ecologist and climate adaptation specialist, climate communication",1,,,62.5,53.57142857142857,3,4,10,17,50,51,R_5r0sLPplZOepRxo,2
48,Male,,UK,UK,professor - environmental psychology,1,,,50,42.857142857142854,5,4,11,20,60,65,R_2rBoczGoWHI43Ke,2
53,Female,,Brazil,Brazil,professor and PI,1,,,54.166666666666664,78.57142857142857,2,2,3,7,51,100,R_5oAMX2aEQmk9hVv,2
29,Male,,United Kingdom,United Kingdom,Lecturer - Disease ecology,1,,,41.666666666666664,35.714285714285715,1,2,3,6,75,80,R_2JDiBB00Sd2TyAY,2
62,Female,,United Kingdom,United Kingdom,policy studies research on climate policies,1,,,50,35.714285714285715,3,1,2,6,35,60,R_8nfryyoFL2OyiWJ,2
52,Male,,Brazil,Brazil,Associate Professor/Researcher,1,,,70.83333333333333,64.28571428571429,5,6,6,17,30,100,R_7sUB0xJfYlLElYB,2
55,Male,,United States,United States,environmental psychologist,1,,,20.833333333333332,21.428571428571427,0,0,5,5,60,82,R_35kpXedNDEbryZH,2
80,Female,,USA,USA,Author,1,,,8.333333333333334,14.285714285714286,0,0,0,0,70,62,R_53t7GdhWZcOg8kV,2
39,Female,,Canada,Canada,Industrial Ecology,1,,,58.333333333333336,17.857142857142858,1,0,1,2,39,81,R_1zjWqRDSyDxoNR7,2
47,Male,,Canada,"Canada, UK, Germany",Full Professor,1,,,66.66666666666667,60.714285714285715,8,1,10,19,72,62,R_75vdkhkAvRUgmP2,2
53,Male,,Italy,Italy,"Senior researcher, Environmental Engineering",1,,,54.166666666666664,35.714285714285715,4,2,6,12,41,80,R_8teZzoH1XFIIldB,2
69,Female,,USA,"Tropical countries Brazil, Indonesia Mexico",Forest Carbon dynamics,1,,,0,3.5714285714285716,0,0,0,0,50,95,R_7pLzFO59QIUy1Zm,2
59,Female,,United States,United States,professor (pui) -- muxcle physiology,1,,,54.166666666666664,67.85714285714286,3,1,6,10,50,50,R_3frrRluoT40wOjq,2
35,Male,,USA,USA,Marine Scientist,1,,,58.333333333333336,60.714285714285715,9,4,13,26,30,72,R_3ReES52xzBdgRSd,2
49,Male,,United States,United States,professor,1,,,66.66666666666667,82.14285714285714,7,6,17,30,45,45,R_6UXGS52EwKBtU8P,2
47,Male,,Argentina,Argentina,atmospheric scientist,1,,,45.833333333333336,35.714285714285715,1,0,3,4,50,NA,R_6CeIx4fezYu9IoG,2
36,Female,,United States,United States,"research associate - spatial modeling, species responses to climate change",1,,,54.166666666666664,28.571428571428573,7,4,8,19,19,84,R_7P5Uoaxj0dGiAxR,2
44,Female,,USA,USA,Wildlife Researcher,1,,,37.5,53.57142857142857,3,0,2,5,31,92,R_5w0TCNCbM5iO6nu,2
45,Female,,USA,USA,marine biologist,1,,,37.5,28.571428571428573,4,0,5,9,50,82,R_5dRjbhQkztCcyDu,2
69,Female,,USA,"USA, Canada",Professor and Researcher,1,,,29.166666666666668,25,3,0,5,8,50,50,R_7Zb6o44qjsNWSlz,2
58,Male,,United States,USA,Researcher/Professor,1,,,66.66666666666667,60.714285714285715,7,7,13,27,10,98,R_56nJcqLH1lvP3pG,2
45,Male,,United States,"Global but with a focus on Africa and  Asia (e.g. Kenya, Sierra Leone, South Sudan, Niger, Nepal, Indonesia)",programme manager and research lead for climate science but focus on adaptation and loss and damage,1,,,62.5,64.28571428571429,1,1,6,8,33,51,R_6sod9umNAzjdWrw,2
55,Male,,USA,USA,Physician/radiologist,1,,,25,10.714285714285714,6,4,7,17,19,100,R_1zFSF1x5fvkebKh,2
54,Male,,United States,United States,Outreach and education,1,,,25,25,2,0,3,5,19,91,R_17twiPLXz478jXb,2
76,Female,,US,US,Professor - Global Change plant biology,1,,,12.5,0,1,0,4,5,86,45,R_3iJ7qt9JJnDIB8t,2
44,Male,,USA,USA,"Senior researcher, oceanography",1,,,33.333333333333336,39.285714285714285,0,1,4,5,51,83,R_39TAUQ115zadwXL,2
63,Female,,United Kingdom,United Kingdom,environmental economist,1,,,41.666666666666664,42.857142857142854,3,3,12,18,50,50,R_2AmYKcj12RN8qVH,2
52,Female,,USA,USA,Plant ecologist,1,,,37.5,28.571428571428573,2,1,6,9,50,65,R_6FqtgJaN1LkaPda,2
37,Female,,Canada,Canada,postdoctoral researcher in evolutionary biology,1,,,25,3.5714285714285716,0,0,3,3,85,40,R_1oyIa5YiWQI99gL,2
40,Male,,Australia,Australia,Postdoc research fellow - marine biosecurity,1,,,50,28.571428571428573,7,4,7,18,61,71,R_4ZSOmxN7XP302D7,2
66,Female,,Australia,Australia,Environmental research scientist,1,,,25,10.714285714285714,2,0,6,8,81,31,R_9OPuTvsCeEGiqBo,2
68,Male,,Denmark,EU and Denmark,economist,1,,,33.333333333333336,42.857142857142854,0,0,1,1,71,18,R_2ROqSReDWXNlCwN,2
50,Female,,United States,United States,"Hydrology, hydroclimatology, climate change impacts",3,,I don't agree with everything.,54.166666666666664,46.42857142857143,0,0,0,0,70,30,R_1mUebU1QgStQS1b,2
52,Male,,United States,United States,social scientist,1,,,20.833333333333332,42.857142857142854,0,0,0,0,21,34,R_5DkLjjl2k7wrRXI,2
69,Male,,United States,United States,biologist,1,,,33.333333333333336,10.714285714285714,0,1,0,1,45,55,R_1bVrJYDOyaED5lH,2
59,Female,,United States,United States,psychologist,1,,,41.666666666666664,50,3,0,6,9,80,75,R_43hLMppQ5uYW9oJ,2
46,Male,,Malaysia,Malaysia,environmental sociologist,1,,,20.833333333333332,28.571428571428573,0,1,4,5,100,29,R_4Z7KTxicg3DN4Fb,2
54,Male,,Finland,Finland,University teacher - earlier researcher focusing on climate change effects on forest trees,1,,,50,42.857142857142854,7,4,7,18,40,29,R_22X9KyZfezKaKhW,2
66,Male,,Prefer not to say,Prefer not to say,Bioethics,1,,,50,42.857142857142854,2,3,5,10,50,71,R_5DCinsZy1kkAJ46,2
NA,Female,,USA,USA,Epidemiology,1,,,33.333333333333336,46.42857142857143,4,0,3,7,63,58,R_4CHR3O2Ua5G99uZ,2
65,Female,,USA,USA,Research Scientist- oceanography,1,,,50,50,9,2,15,26,24,92,R_1MLrPirB86kPlnI,2
65,4,,USA,I work in 25-40 countries,implementation science,1,,,8.333333333333334,0,0,0,0,0,85,85,R_8dgXqe8hYKCxj65,2
64,Male,,Australia,Australia,Research leader - GHG mitigation in agriculture,1,,,62.5,78.57142857142857,1,3,5,9,19,91,R_4R46phqhpiEjaNk,2
51,Female,,Australia,Australia,"Research scientist - sustainability economics, climate & disaster resilience and adaptation",1,,,66.66666666666667,78.57142857142857,14,5,13,32,9,94,R_4YsvxslVonIv64i,2
68,Female,,Norway,Norway,Professor - carbon cycling and climate,1,,,16.666666666666668,28.571428571428573,0,0,4,4,30,71,R_2GNeQjODhQvkC5P,2
44,Male,,Latvia,Latvia,climate education - resercher,1,,,54.166666666666664,64.28571428571429,11,1,9,21,30,51,R_2eyJ4Sn97baNwUM,2
42,Male,,Germany,Germany,climate health interaction and science policy making,1,,,50,46.42857142857143,6,3,7,16,18,70,R_8OcVxFCPg2ACugk,2
69,Male,,Australia,Australia,public health physician and medical educator,1,,,50,46.42857142857143,2,2,9,13,60,13,R_4qsZaSBhuRXgfhA,2
58,Female,,USA,USA,Develop and apply Earth System Models to understand our future,1,,,62.5,64.28571428571429,7,2,7,16,30,80,R_5JTAQtLklnCyjDz,2
82,Female,,UK,UK,Politics and communication of climate science,1,,,37.5,53.57142857142857,7,7,8,22,25,NA,R_2mf19VPbAOnetZn,2
49,Male,,Sweden,Sweden,researcher-carbon cycling and storage in natural ecosystems mainly forests and waters,1,,,58.333333333333336,53.57142857142857,2,0,9,11,40,62,R_2pnxa14GtNqQMOY,2
57,Female,,Canada,Canada,"Research, biodiversity, traditional knownledge",1,,,41.666666666666664,67.85714285714286,6,3,8,17,61,NA,R_3fuHEZ9aTeLCxLu,2
71,Female,,Canada,Zambia,Social scientist,1,,,12.5,7.142857142857143,1,1,1,3,50,81,R_1Z7pfkCnIhIbpCN,2
38,Male,,France,France,researcher-climate change ecology,1,,,66.66666666666667,46.42857142857143,3,1,7,11,30,82,R_8Z1S8oc2JJuBQqt,2
53,Male,,UK,sub-Saharan Africa (range of countries),"public health, working on climate-related health shocks",1,,,54.166666666666664,46.42857142857143,5,2,9,16,60,90,R_8QSrvH6lWS7jLRX,2
48,Female,,USA,USA/Canada,"Professor or Paleoclimatology, Paleolimnology and Climate Dynamics",3,,I take issue with how you've phrased the question. Climate change is a threat to people but not to the planet in general. Life will thrive here regardless of whether human's are part of it.,29.166666666666668,28.571428571428573,0,0,3,3,50,NA,R_8Lcczs5mUgB7Lun,2
73,Female,,United States,United States,Marine ecologist,1,,,70.83333333333333,64.28571428571429,6,1,6,13,60,84,R_5rT0axmCjVQZIA1,2
46,Female,,taiwan,taiwan,professor,1,,,58.333333333333336,28.571428571428573,0,3,18,21,85,60,R_9EsqNmIldlAxXKi,2
44,Male,,Canada,Canada,biology (ecology) professor,1,,,37.5,50,4,1,6,11,20,50,R_1CI6KSHlR7mkDOV,2
64,Female,,United Kingdom,United Kingdom,Academic (retired) Political Communication,1,,,29.166666666666668,32.142857142857146,2,0,5,7,29,80,R_2qUrC6sXAO9DrUM,2
64,Male,,United States,United States,Research psychologists,1,,,79.16666666666667,75,7,0,11,18,60,61,R_6AZO6D5sQqJQcOB,2
54,Male,,Germany,Germany,Environmental epidemiology,3,,"I am in agreement that there is climate change and global warming and that there is a part of this driven by human activities, but not all of it. So I am only partly in agreement with IPCC, who, in my opinion, do not listen unbiased to all existing scientific opinions.",45.833333333333336,50,2,4,6,12,70,20,R_22yz7iqZOiScbdS,2
51,Male,,United States,United States,atmospheric scientist,1,,,62.5,39.285714285714285,4,3,3,10,19,25,R_3PFQoNXhmkAlVLP,2
